Table 1
date,temperaturemax,fastest2minwindspeed,,
2010-11-28,52.0,12.08,,
2010-11-30,72.0,25.05,,
2010-12-02,48.9,10.07,,
2010-12-03,48.9,8.95,,
2010-12-05,41.0,19.91,,
2010-12-06,37.9,19.91,,
2010-12-07,35.1,17.0,,
2010-12-08,37.9,10.07,,
2010-12-18,39.0,8.95,,
2010-12-22,52.0,12.97,,
2010-12-24,46.9,8.95,,
2010-12-26,33.1,16.11,,
2010-12-31,61.0,14.09,,
2011-01-02,62.1,14.09,,
2011-01-03,45.0,10.07,,
2011-01-04,54.0,17.9,,
2011-01-17,46.0,14.09,,
2011-01-20,51.1,14.09,,
2011-01-24,39.9,14.09,,
2011-01-25,51.1,14.09,,
2011-01-28,55.9,17.0,,
2011-01-30,69.1,10.07,,
2011-02-01,53.1,8.95,,
2011-02-06,54.0,8.95,,
2011-02-08,50.0,16.11,,
2011-03-05,69.1,17.9,,
2011-03-16,64.0,10.07,,
2011-03-17,70.0,8.95,,
2011-03-20,60.1,14.99,,
2011-03-29,62.1,10.07,,
2011-04-05,71.1,38.03,,
2011-04-07,79.0,14.99,,
2011-04-27,87.1,29.97,,
2011-05-01,75.0,14.09,,
2011-05-20,82.0,12.08,,
2011-05-30,93.9,12.97,,
2011-06-02,95.0,10.07,,
2011-06-12,93.9,23.04,,
2011-08-07,96.1,14.99,,
2011-08-09,93.9,16.11,,
2011-08-14,87.1,23.94,,
2011-08-17,89.1,12.08,,
2011-08-19,91.0,12.97,,
2011-08-21,91.9,19.91,,
2011-09-04,88.0,14.09,,
2011-09-06,88.0,29.08,,
2011-09-08,84.0,8.05,,
2011-09-10,87.1,8.05,,
2011-09-12,87.1,8.95,,
2011-09-15,89.1,21.03,,
2011-09-19,75.0,8.95,,
2011-09-21,82.9,8.05,,
2011-10-11,66.9,21.03,,
2011-10-21,66.0,12.08,,
2011-10-30,57.9,10.07,,
2011-11-19,63.0,8.95,,
2011-11-29,66.9,31.99,,
2011-12-04,64.0,6.93,,
2011-12-08,51.1,10.07,,
2011-12-09,55.0,6.93,,
2011-12-12,48.0,8.95,,
2011-12-20,62.1,12.08,,
2011-12-26,54.0,12.08,,
2012-01-14,46.0,17.9,,
2012-01-19,48.9,14.99,,
2012-01-23,53.1,8.95,,
2012-01-24,64.0,10.07,,
2012-02-08,51.1,8.05,,
2012-02-25,53.1,23.94,,
2012-02-26,54.0,10.07,,
2012-03-17,79.0,12.97,,
2012-03-22,80.1,12.08,,
2012-04-01,69.1,21.03,,
2012-04-02,73.0,19.91,,
2012-04-28,62.1,14.99,,
2012-04-29,77.0,12.08,,
2012-06-16,80.1,17.0,,
2012-06-17,81.0,10.07,,
2013-11-22,71.1,17.0,,
2013-11-28,45.0,12.97,,
2013-12-25,39.9,12.08,,
2014-01-14,54.0,12.08,,
2014-01-15,59.0,17.0,,
2014-01-16,44.1,12.08,,
2014-01-17,55.9,21.03,,
2014-01-19,54.0,17.0,,
2014-02-25,53.1,10.07,,
2014-02-27,55.0,21.92,,
2014-04-23,71.1,16.11,,
2014-04-29,64.9,12.97,,
2014-05-23,82.0,12.97,,
2014-06-02,82.9,10.07,,
2014-06-09,90.0,14.09,,
2014-06-10,93.9,12.97,,
2014-06-14,86.0,12.97,,
2014-06-15,87.1,8.95,,
2014-06-18,97.0,18.12,,
2014-06-20,91.0,17.0,,
2014-06-26,93.0,12.08,,
2014-07-08,98.1,23.04,,
2014-07-10,88.0,17.0,,
2014-07-15,93.9,17.0,,
2014-07-18,86.0,14.99,,
2014-08-18,88.0,19.91,,
2014-08-21,91.0,8.95,,
2014-09-15,75.0,8.05,,
2014-09-20,81.0,14.09,,
2014-10-19,64.9,12.97,,
2014-10-25,71.1,8.95,,
2014-11-01,51.1,18.12,,
2014-11-16,48.9,6.93,,
2014-11-19,43.0,16.11,,
2014-11-21,48.0,12.97,,
2014-12-12,57.0,14.99,,
2014-12-14,57.9,10.07,,
2007-01-03,62.1,14.09,,
2007-01-07,66.0,19.91,,
2007-01-12,64.9,14.99,,
2007-01-19,54.0,17.0,,
2007-01-21,35.1,12.97,,
2007-01-23,50.0,10.07,,
2007-02-01,34.0,12.97,,
2007-02-04,50.0,27.96,,
2007-02-07,52.0,16.11,,
2007-02-14,53.1,31.99,,
2007-02-20,66.0,25.95,,
2007-02-24,57.0,12.08,,
2007-03-09,59.0,14.09,,
2007-03-14,81.0,21.03,,
2007-03-16,66.0,16.11,,
2007-03-18,48.9,14.09,,
2007-03-20,77.0,21.92,,
2007-03-25,79.0,21.92,,
2007-03-30,70.0,8.05,,
2007-03-31,79.0,17.0,,
2007-04-12,75.0,25.05,,
2007-04-26,84.9,17.9,,
2007-04-28,75.9,16.11,,
2007-05-02,90.0,14.99,,
2007-05-04,57.0,14.09,,
2007-05-06,66.9,23.94,,
2007-05-07,70.0,25.05,,
2007-05-12,82.0,12.97,,
2007-05-22,81.0,14.09,,
2007-05-28,91.0,16.11,,
2007-06-06,84.0,12.97,,
2007-06-09,91.9,36.01,,
2007-06-15,75.0,12.97,,
2007-06-17,89.1,10.07,,
2007-06-19,97.0,27.96,,
2007-06-20,82.9,12.97,,
2007-06-23,84.9,12.97,,
2007-06-24,89.1,14.99,,
2007-06-25,91.0,14.09,,
2007-07-08,95.0,17.9,,
2007-07-09,98.1,21.03,,
2007-07-15,90.0,14.99,,
2007-07-26,91.9,10.07,,
2007-07-28,90.0,38.03,,
2007-07-30,88.0,23.94,,
2007-08-02,91.9,14.09,,
2007-08-06,97.0,12.08,,
2007-08-07,99.0,12.97,,
2007-08-15,99.0,14.99,,
2007-08-16,100.9,17.9,,
2007-08-18,90.0,17.0,,
2007-08-20,102.9,19.91,,
2007-08-29,93.0,12.08,,
2007-09-02,88.0,16.11,,
2007-09-06,95.0,12.08,,
2007-09-07,93.0,14.09,,
2007-09-09,95.0,12.08,,
2007-09-15,82.0,16.11,,
2007-09-18,78.1,17.9,,
2007-09-19,75.9,14.99,,
2007-09-22,91.0,8.95,,
2007-09-24,86.0,12.08,,
2007-09-25,89.1,10.07,,
2007-10-02,82.0,14.09,,
2007-10-04,87.1,12.97,,
2007-10-12,73.9,12.97,,
2007-10-14,78.1,12.08,,
2007-10-22,82.9,14.99,,
2007-10-23,82.9,16.11,,
2007-10-26,71.1,12.97,,
2007-10-31,73.9,8.95,,
2007-11-10,57.9,16.11,,
2007-11-12,66.0,16.11,,
2007-11-19,61.0,8.95,,
2007-11-20,66.0,12.08,,
2007-11-25,48.9,10.07,,
2007-11-26,64.0,17.9,,
2007-11-27,64.0,14.09,,
2007-12-07,52.0,12.08,,
2007-12-15,46.9,16.11,,
2007-12-17,44.1,14.99,,
2007-12-31,57.0,12.08,,
2008-01-05,55.0,17.9,,
2008-01-09,73.0,19.91,,
2008-01-15,44.1,17.9,,
2008-01-19,42.1,8.95,,
2008-02-29,55.9,19.91,,
2008-03-07,59.0,17.9,,
2008-03-10,63.0,17.0,,
2008-03-11,64.0,12.08,,
2008-03-14,73.9,25.95,,
2008-03-23,57.9,16.11,,
2008-03-25,57.9,17.0,,
2008-03-29,68.0,21.92,,
2008-04-01,77.0,25.95,,
2008-04-09,71.1,12.08,,
2008-04-10,78.1,14.09,,
2008-04-11,82.9,21.92,,
2008-04-19,82.0,19.91,,
2008-04-29,61.0,17.0,,
2008-05-05,73.0,14.99,,
2008-05-06,79.0,14.09,,
2008-05-11,66.9,21.92,,
2008-05-14,73.9,16.11,,
2008-05-20,82.9,25.05,,
2008-05-23,79.0,10.07,,
2008-05-24,75.0,14.99,,
2008-05-25,80.1,12.08,,
2008-05-28,73.0,23.94,,
2008-05-30,86.0,14.99,,
2008-06-03,88.0,19.91,,
2008-06-10,100.9,17.0,,
2008-06-23,89.1,16.11,,
2008-06-24,91.0,12.97,,
2008-06-27,96.1,17.9,,
2008-06-29,95.0,25.05,,
2008-06-30,89.1,17.0,,
2008-07-06,87.1,21.03,,
2008-07-07,87.1,17.0,,
2008-07-31,95.0,17.9,,
2008-08-01,93.9,12.08,,
2008-09-12,86.0,10.07,,
2008-09-21,75.0,10.07,,
2008-10-04,79.0,8.05,,
2008-10-06,82.0,12.08,,
2008-10-07,71.1,12.97,,
2008-10-18,62.1,17.0,,
2008-10-19,61.0,17.9,,
2008-10-24,63.0,21.03,,
2008-11-03,57.9,14.09,,
2008-11-04,59.0,16.11,,
2008-11-06,77.0,12.97,,
2008-11-07,80.1,14.99,,
2008-11-08,73.0,19.91,,
2008-11-09,66.0,10.07,,
2008-11-20,57.0,16.11,,
2008-11-25,54.0,21.03,,
2008-11-29,50.0,16.11,,
2008-12-02,48.9,10.07,,
2008-12-05,52.0,12.97,,
2008-12-14,57.0,12.08,,
2008-12-18,57.9,10.07,,
2008-12-20,61.0,17.9,,
2008-12-21,60.1,25.05,,
2009-01-01,42.1,12.08,,
2009-01-03,57.9,8.05,,
2009-01-04,55.9,12.08,,
2009-01-07,68.0,42.95,,
2009-01-14,46.0,12.08,,
2009-01-15,44.1,14.09,,
2009-01-30,50.0,17.0,,
2009-02-03,46.0,16.11,,
2009-02-05,34.0,14.09,,
2009-02-23,44.1,17.0,,
2009-03-08,84.0,25.05,,
2009-03-21,57.0,12.97,,
2009-03-24,57.9,16.11,,
2009-04-05,82.9,23.04,,
2009-04-11,72.0,17.9,,
2009-04-14,73.0,14.99,,
2009-04-18,82.9,14.99,,
2009-04-27,89.1,17.0,,
2009-05-07,84.0,19.91,,
2009-05-14,82.0,16.11,,
2009-05-23,84.9,14.99,,
2009-05-24,84.0,14.99,,
2009-05-27,86.0,8.95,,
2009-05-30,84.9,12.08,,
2009-06-03,91.9,17.9,,
2009-06-05,80.1,17.9,,
2009-06-11,89.1,14.09,,
2009-06-14,86.0,14.09,,
2009-06-25,95.0,10.07,,
2009-07-02,91.9,14.99,,
2009-07-10,84.0,8.05,,
2009-07-11,91.0,17.9,,
2009-07-16,91.0,19.91,,
2009-07-18,86.0,12.08,,
2009-07-19,88.0,12.97,,
2009-07-20,79.0,12.97,,
2009-07-30,95.0,23.94,,
2009-08-03,95.0,14.99,,
2009-08-09,99.0,23.04,,
2009-08-10,99.0,17.9,,
2009-08-17,93.0,12.97,,
2009-08-22,86.0,21.92,,
2009-09-05,89.1,12.08,,
2009-09-09,82.0,14.99,,
2009-09-20,78.1,14.99,,
2009-09-23,82.9,12.97,,
2009-09-29,72.0,16.11,,
2009-09-30,75.0,12.08,,
2009-10-03,82.0,16.11,,
2009-10-10,79.0,17.0,,
2009-10-14,61.0,14.99,,
2009-10-25,60.1,12.97,,
2009-10-29,68.0,14.99,,
2009-10-31,80.1,19.91,,
2009-11-07,66.0,16.11,,
2009-11-12,48.0,21.92,,
2009-11-17,63.0,14.09,,
2009-11-21,57.0,14.09,,
2009-12-15,59.0,12.97,,
2009-12-16,48.9,10.07,,
2009-12-30,37.9,8.95,,
2009-12-31,46.0,6.93,,
2010-01-02,32.0,19.91,,
2010-01-03,32.0,17.0,,
2010-01-09,37.0,8.95,,
2010-01-13,46.0,8.95,,
2010-01-17,68.0,21.03,,
2010-01-20,64.9,16.11,,
2010-01-27,51.1,14.99,,
2010-01-28,63.0,17.0,,
2010-01-31,37.9,12.97,,
2010-02-03,51.1,12.08,,
2010-02-12,39.0,8.95,,
2010-02-13,42.1,14.09,,
2010-02-16,41.0,17.9,,
2010-02-18,50.0,16.11,,
2010-03-02,42.1,19.91,,
2010-03-04,51.1,14.09,,
2010-03-08,66.0,12.97,,
2010-03-15,62.1,14.99,,
2010-03-17,64.0,12.08,,
2010-03-23,66.0,21.92,,
2010-04-08,81.0,27.96,,
2010-04-09,66.0,19.91,,
2010-04-18,66.0,14.09,,
2010-04-19,68.0,12.97,,
2010-04-20,73.9,12.97,,
2010-04-24,77.0,14.09,,
2010-04-29,75.0,17.9,,
2010-05-01,89.1,19.91,,
2010-05-04,82.0,14.09,,
2010-05-08,90.0,23.04,,
2010-05-18,63.0,12.08,,
2010-05-20,79.0,8.95,,
2010-05-23,80.1,14.99,,
2010-05-24,73.0,17.0,,
2010-05-26,82.9,16.11,,
2010-05-30,88.0,17.9,,
2010-06-11,91.0,12.97,,
2010-06-12,93.9,17.0,,
2010-06-16,91.0,19.91,,
2010-06-17,91.0,16.11,,
2010-06-27,100.9,17.9,,
2010-06-29,96.1,17.0,,
2010-07-01,81.0,14.99,,
2010-07-08,99.0,16.11,,
2010-07-17,88.0,21.03,,
2010-07-25,102.0,19.91,,
2010-08-07,89.1,14.99,,
2010-08-10,97.0,14.09,,
2010-08-14,88.0,14.09,,
2010-08-15,93.0,12.97,,
2010-08-18,96.1,19.91,,
2010-08-24,82.9,17.9,,
2010-08-26,90.0,10.07,,
2010-09-07,93.9,14.09,,
2010-09-16,93.9,25.05,,
2010-09-20,93.0,14.09,,
2010-09-24,96.1,14.99,,
2010-10-02,73.9,12.97,,
2010-10-03,72.0,17.0,,
2010-10-05,69.1,14.99,,
2010-10-09,84.0,6.93,,
2010-10-16,70.0,12.97,,
2010-10-18,82.0,12.97,,
2010-10-19,79.0,8.95,,
2010-10-20,64.9,8.05,,
2010-10-27,87.1,25.05,,
2010-10-28,82.0,14.99,,
2010-11-06,53.1,16.11,,
2010-11-09,73.0,10.07,,
2010-11-18,62.1,12.97,,
2010-11-21,69.1,6.04,,
2010-12-04,41.0,8.95,,
2011-01-06,48.0,8.95,,
2011-01-07,46.0,17.9,,
2011-01-14,41.0,8.05,,
2011-01-15,50.0,17.9,,
2011-02-05,48.9,21.03,,
2011-02-10,46.0,14.09,,
2011-02-16,63.0,17.9,,
2011-02-18,78.1,17.9,,
2011-03-14,57.9,19.91,,
2011-03-15,55.9,16.11,,
2011-03-25,57.0,12.08,,
2011-03-30,48.0,21.92,,
2011-05-17,72.0,16.11,,
2011-05-25,93.0,12.08,,
2011-06-04,89.1,12.08,,
2011-06-08,97.0,12.08,,
2011-06-18,95.0,21.92,,
2011-06-30,91.0,14.99,,
2011-07-09,89.1,12.97,,
2011-07-26,93.0,12.97,,
2011-08-02,97.0,10.07,,
2011-08-08,96.1,12.97,,
2011-08-15,84.9,12.97,,
2011-08-28,91.9,14.09,,
2011-08-30,82.0,14.09,,
2011-09-11,88.0,10.07,,
2011-09-24,78.1,8.05,,
2011-09-30,84.0,19.91,,
2011-10-02,62.1,16.11,,
2011-10-15,73.9,17.0,,
2011-10-17,84.9,19.91,,
2011-10-24,72.0,8.95,,
2011-10-27,77.0,21.03,,
2011-10-29,54.0,16.11,,
2011-11-01,61.0,16.11,,
2011-11-13,66.9,21.92,,
2011-12-17,48.9,12.08,,
2012-01-26,69.1,23.04,,
2012-01-29,53.1,16.11,,
2012-02-17,63.0,8.95,,
2012-02-18,64.9,14.99,,
2012-03-02,61.0,14.09,,
2012-03-03,64.9,31.09,,
2012-03-04,54.0,19.91,,
2012-03-10,57.0,14.99,,
2012-03-16,80.1,12.08,,
2012-03-23,82.9,16.11,,
2012-04-03,77.0,17.0,,
2012-04-06,63.0,19.91,,
2012-04-07,68.0,12.08,,
2012-04-08,75.9,17.0,,
2012-04-13,69.1,8.05,,
2012-05-01,86.0,21.92,,
2012-05-07,78.1,12.97,,
2012-05-13,75.0,14.09,,
2012-05-14,75.0,16.11,,
2012-05-16,82.9,12.08,,
2012-05-28,90.0,23.04,,
2012-05-31,90.0,21.03,,
2012-06-05,75.9,16.11,,
2012-06-08,84.0,12.08,,
2012-06-09,89.1,14.99,,
2012-06-27,87.1,14.09,,
2012-06-29,105.1,23.04,,
2012-07-08,105.1,14.99,,
2012-07-12,82.9,8.05,,
2012-07-18,98.1,17.0,,
2012-07-24,96.1,23.94,,
2012-07-28,95.0,19.91,,
2012-07-29,91.9,8.95,,
2012-08-01,90.0,21.03,,
2012-08-06,93.0,21.92,,
2012-08-07,87.1,14.09,,
2012-08-10,87.1,21.92,,
2012-08-19,75.0,12.97,,
2012-08-20,81.0,6.93,,
2012-08-24,77.0,12.97,,
2012-08-26,84.0,10.07,,
2012-08-27,88.0,12.08,,
2012-08-28,87.1,17.0,,
2012-09-04,89.1,14.09,,
2012-09-06,90.0,16.11,,
2012-09-08,90.0,17.9,,
2012-09-17,82.0,10.07,,
2012-09-25,77.0,12.08,,
2012-09-27,84.9,10.07,,
2012-09-29,68.0,12.08,,
2012-10-01,66.9,12.08,,
2012-10-03,86.0,12.97,,
2012-10-07,64.9,17.0,,
2012-10-08,52.0,16.11,,
2012-10-09,57.0,10.07,,
2012-10-21,68.0,8.95,,
2012-10-31,55.9,14.99,,
2012-11-01,57.9,16.11,,
2012-11-05,55.0,12.97,,
2012-11-12,73.9,14.09,,
2012-11-15,46.0,10.07,,
2012-11-20,59.0,8.05,,
2012-11-22,61.0,14.99,,
2012-11-23,66.9,16.11,,
2012-11-25,51.1,16.11,,
2012-11-27,57.9,14.09,,
2012-12-04,71.1,16.11,,
2012-12-10,72.0,23.04,,
2012-12-19,64.9,12.97,,
2012-12-28,45.0,6.93,,
2012-12-30,46.0,16.11,,
2013-01-07,52.0,14.99,,
2013-01-08,55.9,8.95,,
2013-01-27,41.0,10.07,,
2013-01-28,51.1,14.09,,
2013-02-01,39.9,21.92,,
2013-02-03,50.0,16.11,,
2013-02-08,55.0,17.9,,
2013-02-11,63.0,21.03,,
2013-02-14,52.0,12.97,,
2013-02-18,52.0,14.99,,
2013-02-22,42.1,16.11,,
2013-03-06,46.0,21.92,,
2013-03-13,57.9,17.9,,
2013-03-14,53.1,14.99,,
2013-03-15,62.1,19.91,,
2013-03-16,78.1,25.05,,
2013-03-18,43.0,14.09,,
2013-04-01,71.1,17.0,,
2013-04-07,71.1,19.91,,
2013-04-10,84.9,19.91,,
2013-04-27,72.0,12.08,,
2013-04-29,72.0,10.07,,
2013-05-04,64.0,19.91,,
2013-05-11,81.0,23.04,,
2013-05-13,64.9,16.11,,
2013-05-16,84.0,14.99,,
2013-05-17,86.0,12.97,,
2013-06-06,77.0,17.0,,
2013-06-09,87.1,8.05,,
2013-06-21,82.9,12.08,,
2013-07-09,89.1,17.0,,
2013-07-19,91.9,18.12,,
2013-07-20,90.0,18.12,,
2013-07-26,86.0,8.05,,
2013-08-05,82.0,12.97,,
2013-08-09,91.9,19.91,,
2013-08-17,73.0,12.97,,
2013-08-19,75.0,16.11,,
2013-08-20,82.9,6.93,,
2013-08-22,89.1,8.95,,
2013-08-27,89.1,8.05,,
2013-09-01,91.0,23.94,,
2013-09-02,88.0,12.08,,
2013-09-10,91.0,8.95,,
2013-09-24,75.9,6.93,,
2013-09-26,77.0,14.09,,
2013-09-29,75.0,14.09,,
2013-10-01,82.0,8.95,,
2013-10-09,62.1,17.0,,
2013-10-12,69.1,8.95,,
2013-10-17,77.0,17.0,,
2013-10-28,69.1,8.05,,
2013-10-30,72.0,14.09,,
2013-10-31,75.9,19.91,,
2013-11-01,73.0,21.92,,
2013-11-09,59.0,14.99,,
2013-11-15,60.1,8.95,,
2013-11-23,61.0,10.07,,
2013-12-03,57.9,10.07,,
2013-12-04,64.0,10.07,,
2013-12-13,52.0,12.97,,
2013-12-26,53.1,8.05,,
2014-01-05,62.1,16.11,,
2014-01-11,69.1,59.95,,
2014-02-01,59.0,12.08,,
2014-02-02,64.0,18.12,,
2014-02-12,30.2,17.0,,
2014-02-16,53.1,16.11,,
2014-03-09,66.0,12.97,,
2014-03-15,72.0,23.04,,
2014-03-16,55.9,18.12,,
2014-03-28,69.1,21.92,,
2014-03-31,72.0,12.97,,
2014-04-10,73.9,21.03,,
2014-04-14,75.9,21.92,,
2014-04-17,64.0,18.12,,
2014-04-19,53.1,16.11,,
2014-05-06,84.0,10.07,,
2014-05-18,68.0,12.97,,
2014-05-22,88.0,14.09,,
2014-05-25,82.0,10.07,,
2014-05-26,87.1,17.0,,
2014-05-31,82.0,14.99,,
2014-06-12,84.9,12.08,,
2014-06-13,88.0,18.12,,
2014-06-22,84.0,14.09,,
2014-06-24,86.0,12.97,,
2014-06-28,84.9,17.0,,
2014-06-29,84.9,8.95,,
2014-07-03,90.0,10.96,,
2014-07-14,98.1,14.99,,
2014-07-19,82.0,14.09,,
2014-07-22,84.9,8.95,,
2014-08-14,82.9,12.08,,
2014-09-09,75.9,12.97,,
2014-09-25,68.0,12.97,,
2014-09-30,75.0,6.93,,
2014-10-02,84.0,12.08,,
2014-10-03,84.9,19.91,,
2014-10-09,79.0,10.07,,
2014-10-14,79.0,23.94,,
2014-10-15,75.0,18.12,,
2014-10-18,75.0,14.09,,
2014-10-22,66.9,14.99,,
2014-10-24,70.0,8.95,,
2014-11-03,64.0,12.97,,
2014-11-04,66.0,16.11,,
2014-11-08,60.1,12.97,,
2014-11-09,60.1,6.93,,
2014-11-17,66.9,25.05,,
2014-11-26,50.0,23.04,,
2014-12-03,57.0,14.99,,
2014-12-23,46.9,8.95,,
2014-12-24,66.0,18.12,,
2015-01-07,39.0,17.0,,
2015-01-09,45.0,21.03,,
2015-01-12,48.0,12.97,,
2015-01-17,51.1,12.08,,
2015-01-22,59.0,12.97,,
2015-01-26,50.0,8.95,,
2015-02-02,62.1,25.95,,
2015-02-04,54.0,16.11,,
2015-02-05,50.0,16.11,,
2015-02-20,26.2,12.97,,
2015-02-25,46.0,12.08,,
2015-02-26,35.1,17.0,,
2015-03-04,75.0,29.97,,
2015-03-09,64.9,12.97,,
2015-03-14,62.1,21.03,,
2015-03-16,80.1,17.0,,
2015-03-18,60.1,14.09,,
2015-03-20,51.1,12.08,,
2015-03-25,66.9,16.11,,
2015-04-04,73.0,23.94,,
2015-04-10,84.0,29.97,,
2015-04-14,79.0,17.0,,
2015-04-27,68.0,14.09,,
2015-04-30,73.0,18.12,,
2015-05-04,82.0,14.99,,
2015-05-14,72.0,16.11,,
2015-05-15,77.0,10.07,,
2015-05-16,84.9,14.09,,
2015-05-17,88.0,14.09,,
2015-05-24,82.9,12.08,,
2015-05-26,89.1,18.12,,
2015-05-31,89.1,12.97,,
2015-06-04,68.0,12.08,,
2015-06-08,89.1,21.03,,
2015-06-11,93.0,16.11,,
2015-06-12,90.0,18.12,,
2015-06-13,95.0,10.07,,
2015-06-29,88.0,12.97,,
2015-07-03,78.1,12.08,,
2015-07-09,93.9,16.11,,
2015-07-11,91.0,17.0,,
2015-07-15,88.0,12.97,,
2015-07-19,93.0,23.94,,
2015-07-21,93.0,31.99,,
2015-07-23,82.0,21.92,,
2015-07-29,91.0,8.95,,
2015-08-09,89.1,8.95,,
2015-08-14,88.0,12.97,,
2015-08-17,95.0,12.97,,
2015-08-19,89.1,21.92,,
2015-08-20,90.0,10.07,,
2015-08-22,87.1,12.97,,
2015-08-31,77.0,18.12,,
2015-09-04,91.9,23.04,,
2015-09-20,86.0,12.97,,
2015-09-21,79.0,12.08,,
2015-10-07,81.0,6.93,,
2015-10-11,72.0,12.97,,
2015-10-24,71.1,10.07,,
2015-11-01,63.0,8.05,,
2015-11-07,72.0,17.0,,
2015-11-08,59.0,18.12,,
2015-11-10,69.1,10.07,,
2015-11-12,77.0,23.94,,
2015-11-28,71.1,10.07,,
2015-12-11,71.1,12.97,,
2015-12-16,64.9,12.08,,
2015-12-31,66.0,14.09,,
2016-01-06,45.0,12.08,,
2016-01-08,46.9,12.08,,
2016-01-09,54.0,21.03,,
2016-01-11,45.0,12.97,,
2016-01-26,61.0,17.0,,
2016-01-27,52.0,14.09,,
2016-02-03,72.0,23.94,,
2016-02-11,41.0,16.11,,
2016-02-17,57.0,14.99,,
2016-02-21,71.1,23.04,,
2016-02-24,73.0,35.12,,
2016-02-28,66.9,21.03,,
2016-03-01,73.9,23.94,,
2016-03-05,55.0,14.09,,
2016-03-18,72.0,14.99,,
2016-03-19,60.1,19.91,,
2016-03-20,43.0,12.97,,
2016-04-06,63.0,19.91,,
2016-04-19,88.0,14.09,,
2016-04-21,81.0,19.91,,
2016-04-22,72.0,18.12,,
2016-04-29,78.1,12.97,,
2016-05-01,77.0,14.99,,
2016-05-02,87.1,27.96,,
2016-05-07,75.0,16.11,,
2016-05-13,78.1,12.08,,
2016-05-28,87.1,12.08,,
2016-06-07,88.0,12.97,,
2016-06-09,82.0,14.09,,
2016-06-10,84.9,10.07,,
2016-06-23,91.0,29.08,,
2016-06-27,90.0,12.97,,
2016-07-03,78.1,14.09,,
2016-07-14,95.0,12.08,,
2016-07-17,90.0,14.09,,
2016-07-19,93.0,18.12,,
2016-07-21,90.0,8.95,,
2016-07-31,96.1,21.92,,
2016-08-05,88.0,12.08,,
2016-08-08,89.1,14.99,,
2016-08-17,97.0,27.96,,
2016-08-19,91.0,12.97,,
2016-08-26,99.0,12.08,,
2016-08-27,98.1,19.91,,
2016-09-03,81.0,23.04,,
2016-09-04,82.9,14.99,,
2016-09-05,84.0,10.07,,
2016-09-06,91.0,12.97,,
2016-09-07,93.9,12.97,,
2016-09-12,88.0,14.99,,
2016-09-17,89.1,10.07,,
2016-09-18,90.0,12.97,,
2016-09-22,82.9,14.99,,
2016-10-04,75.9,17.0,,
2016-11-13,64.0,6.93,,
2016-11-15,64.0,8.95,,
2016-11-24,72.0,12.08,,
2016-11-25,73.9,8.95,,
2016-11-27,55.9,8.05,,
2016-12-12,62.1,12.97,,
2016-12-18,75.0,25.95,,
2016-12-24,59.0,14.99,,
2016-12-25,60.1,10.07,,
2017-01-03,55.9,14.99,,
2017-01-07,32.0,21.03,,
2017-01-10,48.0,14.99,,
2017-01-13,75.9,18.12,,
2017-01-15,57.0,16.11,,
2017-01-18,70.0,17.0,,
2017-01-21,55.0,12.08,,
2017-01-25,73.0,17.0,,
2017-01-28,52.0,21.92,,
2017-02-09,60.1,23.94,,
2017-02-18,73.0,25.05,,
2017-02-19,73.0,16.11,,
2017-02-20,73.0,12.97,,
2017-03-04,54.0,12.97,,
2017-03-07,73.9,23.04,,
2017-03-26,77.0,16.11,,
2017-04-08,66.9,12.97,,
2017-04-23,55.9,21.03,,
2017-05-09,64.0,8.95,,
2017-05-17,89.1,17.0,,
2017-05-21,75.9,14.09,,
2017-06-09,82.9,12.97,,
2017-06-17,86.0,14.99,,
2017-06-23,91.0,25.05,,
2017-07-15,93.9,16.11,,
2017-07-23,102.0,25.05,,
2017-07-27,93.9,16.11,,
2017-08-08,78.1,21.03,,
2017-08-10,88.0,12.08,,
2017-08-16,91.9,10.07,,
2017-08-17,93.9,21.03,,
2017-08-22,96.1,16.11,,
2017-08-25,84.9,10.07,,
2017-09-03,82.9,12.97,,
2017-09-14,82.9,14.99,,
2017-09-15,84.9,8.05,,
2017-09-16,84.9,14.09,,
2017-09-17,84.9,12.97,,
2017-09-21,88.0,23.94,,
2017-09-23,87.1,14.09,,
2017-09-24,87.1,16.11,,
2017-09-29,72.0,12.97,,
2017-09-30,77.0,17.0,,
2017-10-04,82.0,8.95,,
2017-10-05,84.9,12.08,,
2017-10-08,84.0,17.0,,
2017-10-09,91.9,25.95,,
2017-10-10,90.0,12.97,,
2017-10-17,64.0,16.11,,
2017-10-18,68.0,12.08,,
2017-10-19,75.9,12.08,,
2017-12-02,51.1,10.07,,
2017-12-08,43.0,12.97,,
2017-12-17,51.1,10.07,,
2018-01-03,32.0,12.97,,
2018-01-08,46.9,16.11,,
2018-01-11,64.0,14.99,,
2018-01-12,71.1,23.04,,
2018-01-25,48.9,12.97,,
2018-01-26,57.0,12.97,,
2018-02-02,57.0,23.04,,
2018-02-05,48.0,14.09,,
2018-02-10,64.9,16.11,,
2018-02-11,72.0,25.05,,
2018-02-14,57.9,14.99,,
2018-02-18,61.0,14.09,,
2018-02-23,70.0,12.08,,
2018-02-24,78.1,23.04,,
2018-02-26,63.0,16.11,,
2018-02-27,61.0,14.99,,
2018-03-04,55.9,21.03,,
2018-03-05,54.0,12.97,,
2018-03-07,54.0,18.12,,
2018-03-08,46.9,16.11,,
2018-03-09,52.0,17.0,,
