Table 1
date,temperaturemax,fastest2minwindspeed,,
2018-03-10,55.9,12.08,,
2018-03-11,48.9,16.11,,
2018-03-23,55.9,16.11,,
2018-03-27,48.9,14.09,,
2018-03-29,80.1,25.05,,
2018-04-03,75.0,19.91,,
2018-04-06,73.0,25.95,,
2018-04-14,81.0,23.94,,
2018-04-18,82.0,23.94,,
2018-04-24,64.9,29.08,,
2018-05-02,84.9,21.03,,
2018-05-04,84.9,21.92,,
2018-05-06,84.9,18.12,,
2018-05-07,73.9,17.0,,
2018-05-17,77.0,16.11,,
2018-05-23,87.1,16.11,,
2018-06-01,91.9,16.11,,
2018-06-08,89.1,10.07,,
2018-06-11,84.9,21.92,,
2018-06-21,91.9,16.11,,
2018-06-25,88.0,12.08,,
2018-06-30,93.9,14.09,,
2018-07-05,95.0,23.94,,
2018-07-14,89.1,12.08,,
2018-07-17,98.1,17.0,,
2018-07-20,86.0,18.12,,
2018-07-27,95.0,17.0,,
2018-08-03,77.0,21.03,,
2018-08-08,93.9,21.92,,
2018-08-14,86.0,21.92,,
2018-08-15,90.0,10.07,,
2018-08-18,88.0,17.0,,
2018-08-22,88.0,14.09,,
2018-09-02,90.0,19.91,,
2018-09-04,91.9,12.97,,
2018-09-16,75.9,23.04,,
2018-09-18,84.9,16.11,,
2018-10-16,75.0,12.08,,
2018-10-20,66.9,14.09,,
2018-10-21,57.9,19.91,,
2018-10-26,52.0,21.92,,
2018-10-29,64.9,17.0,,
2018-10-30,64.9,10.07,,
2018-11-12,48.0,16.11,,
2018-11-13,51.1,14.09,,
2018-11-15,43.0,21.03,,
2018-11-18,59.0,8.05,,
2018-11-19,64.9,12.97,,
2018-11-23,45.0,14.09,,
2018-11-26,63.0,23.04,,
2018-12-04,53.1,12.97,,
2018-12-06,46.0,12.08,,
2018-12-18,53.1,14.09,,
2018-12-28,68.0,21.03,,
2019-01-02,54.0,12.97,,
2019-01-04,60.1,21.03,,
2019-01-09,57.0,18.12,,
2019-01-20,59.0,23.94,,
2019-01-26,51.1,16.11,,
2019-01-27,53.1,10.07,,
2019-01-30,44.1,25.05,,
2019-02-01,57.9,18.12,,
2019-02-05,75.9,12.08,,
2019-02-07,79.0,23.04,,
2019-02-12,48.0,17.0,,
2019-02-13,57.0,21.03,,
2019-02-14,64.0,14.99,,
2019-02-15,66.9,23.04,,
2019-02-20,37.0,14.09,,
2019-03-06,42.1,16.11,,
2019-03-15,73.9,25.95,,
2019-03-23,62.1,17.0,,
2019-03-29,73.9,17.0,,
2019-04-01,53.1,17.0,,
2019-04-04,75.0,14.09,,
2019-04-05,60.1,17.0,,
2019-04-07,71.1,12.08,,
2019-04-18,80.1,23.04,,
2019-04-19,73.0,31.09,,
2019-04-24,84.0,14.09,,
2019-04-25,82.0,17.0,,
2019-04-26,77.0,36.01,,
2019-04-28,82.0,25.05,,
2019-05-02,84.9,16.11,,
2019-05-23,84.0,19.91,,
2019-05-24,93.0,14.09,,
2019-05-25,91.9,16.11,,
2019-05-31,91.0,25.05,,
2019-06-01,84.0,12.08,,
2019-06-05,88.0,21.92,,
2019-06-07,78.1,12.08,,
2019-06-20,93.0,27.96,,
2019-06-23,81.0,12.08,,
2019-06-24,95.0,21.03,,
2019-07-01,90.0,14.99,,
2019-07-04,96.1,21.03,,
2019-07-09,84.9,14.09,,
2019-07-26,87.1,14.09,,
2019-07-27,88.0,8.95,,
2019-07-28,90.0,8.95,,
2019-08-01,91.0,33.11,,
2019-08-04,89.1,19.91,,
2019-08-06,90.0,17.0,,
2019-08-08,91.0,19.91,,
2019-08-09,93.0,14.09,,
2019-08-11,88.0,14.09,,
2019-08-12,90.0,12.97,,
2019-08-21,91.0,23.04,,
2019-08-23,91.9,21.92,,
2019-08-27,81.0,8.95,,
2019-08-29,86.0,12.97,,
2019-09-04,88.0,10.07,,
2019-09-14,82.9,8.05,,
2019-09-19,75.0,17.0,,
2019-09-23,91.0,16.11,,
2019-09-29,95.0,14.09,,
2019-10-01,89.1,10.07,,
2019-10-02,96.1,12.08,,
2019-10-04,93.9,19.91,,
2019-10-08,71.1,17.0,,
2019-10-09,72.0,16.11,,
2019-10-11,80.1,12.08,,
2019-10-13,75.0,16.11,,
2019-10-14,78.1,8.95,,
2019-10-15,77.0,12.97,,
2019-10-28,75.0,16.11,,
2019-10-31,84.9,27.96,,
2019-11-01,59.0,14.09,,
2019-11-03,60.1,12.08,,
2019-11-06,64.9,14.09,,
2019-11-11,70.0,17.0,,
2019-11-14,48.0,10.07,,
2019-11-17,53.1,19.91,,
2019-11-19,55.9,8.05,,
2019-11-24,61.0,19.91,,
2019-11-27,64.0,23.04,,
2019-12-01,66.0,17.0,,
2019-12-08,52.0,12.97,,
2019-12-14,55.0,16.11,,
2019-12-24,64.9,14.99,,
2020-01-06,60.1,12.97,,
2020-01-10,64.9,12.08,,
2020-01-14,69.1,17.0,,
2020-01-18,48.9,14.09,,
2020-02-07,61.0,40.04,,
2020-02-14,52.0,12.97,,
2020-02-15,45.0,12.97,,
2020-02-18,,,,
2008-06-02,84.0,14.09,,
2008-06-15,91.0,16.11,,
2008-06-21,88.0,23.04,,
2008-07-04,95.0,25.05,,
2008-07-22,97.0,38.92,,
2008-07-23,90.0,23.04,,
2008-07-29,91.9,14.09,,
2008-08-05,96.1,8.95,,
2008-08-14,84.9,14.99,,
2008-08-15,91.0,17.0,,
2008-08-31,90.0,21.92,,
2008-09-04,90.0,10.07,,
2011-02-23,53.1,8.95,,
2011-03-03,53.1,21.03,,
2011-04-04,84.9,31.09,,
2011-04-11,84.0,23.04,,
2011-04-21,73.0,16.11,,
2011-04-26,82.9,17.9,,
2011-04-29,75.9,17.9,,
2011-05-11,79.0,8.95,,
2011-05-12,66.0,14.99,,
2011-05-13,79.0,23.04,,
2011-05-15,80.1,16.11,,
2011-05-16,78.1,10.07,,
2011-05-29,89.1,10.07,,
2011-06-03,84.9,16.11,,
2011-06-13,84.9,12.97,,
2011-06-17,91.9,14.99,,
2011-07-12,100.0,17.0,,
2011-07-20,100.0,25.95,,
2011-08-10,93.9,16.11,,
2011-09-27,87.1,12.97,,
2011-09-28,82.9,21.92,,
2011-10-12,78.1,12.97,,
2011-10-14,73.9,19.91,,
2011-10-20,62.1,23.94,,
2011-10-22,66.9,8.95,,
2011-11-18,51.1,10.07,,
2011-12-03,57.0,14.09,,
2011-12-05,71.1,12.08,,
2011-12-14,60.1,6.93,,
2011-12-16,66.0,14.99,,
2011-12-24,52.0,12.08,,
2012-01-09,48.9,8.95,,
2012-01-11,60.1,19.91,,
2012-01-13,55.0,31.09,,
2012-01-15,44.1,14.09,,
2012-01-22,37.0,17.9,,
2012-02-12,42.1,19.91,,
2012-02-14,60.1,23.04,,
2013-11-07,70.0,14.09,,
2013-11-24,43.0,14.99,,
2013-12-02,60.1,6.04,,
2013-12-07,69.1,18.12,,
2013-12-09,46.0,10.07,,
2013-12-22,78.1,25.95,,
2013-12-28,59.0,8.95,,
2014-01-02,48.9,12.97,,
2014-01-09,54.0,8.95,,
2014-01-29,27.1,10.07,,
2014-02-15,45.0,21.92,,
2014-02-17,45.0,14.99,,
2014-02-24,60.1,14.99,,
2014-03-12,70.0,29.08,,
2014-04-11,78.1,29.08,,
2014-04-21,73.9,12.08,,
2014-04-25,80.1,23.94,,
2014-04-28,66.9,14.99,,
2014-05-03,75.9,17.0,,
2014-05-09,89.1,21.03,,
2014-06-30,90.0,12.08,,
2014-07-29,82.0,10.07,,
2014-08-01,75.9,19.91,,
2014-08-05,88.0,12.08,,
2014-08-22,91.9,14.09,,
2014-08-25,79.0,16.11,,
2014-08-27,86.0,12.08,,
2014-08-31,91.0,12.08,,
2014-09-04,90.0,23.94,,
2014-09-07,78.1,16.11,,
2014-09-17,79.0,12.97,,
2014-09-19,80.1,16.11,,
2014-09-23,64.0,17.0,,
2015-01-21,54.0,12.08,,
2015-02-15,29.1,23.04,,
2016-10-18,84.0,17.0,,
2016-10-22,64.0,17.0,,
2016-10-27,75.0,19.91,,
2016-10-28,73.9,12.08,,
2016-11-02,79.0,10.07,,
2016-11-04,69.1,18.12,,
2016-11-16,69.1,10.07,,
2016-11-22,57.9,10.07,,
2016-12-06,48.9,14.99,,
2016-12-10,45.0,10.07,,
2016-12-14,52.0,10.07,,
2016-12-15,41.0,16.11,,
2017-02-23,77.0,12.97,,
2017-02-28,77.0,19.91,,
2017-03-09,75.0,23.04,,
2017-03-10,69.1,23.04,,
2017-03-11,50.0,14.09,,
2017-03-28,80.1,16.11,,
2017-04-22,87.1,25.95,,
2017-04-28,88.0,17.0,,
2017-05-03,79.0,16.11,,
2017-05-04,80.1,19.91,,
2017-05-06,66.9,21.92,,
2017-06-06,82.9,12.08,,
2017-06-08,73.0,19.91,,
2017-06-13,89.1,17.0,,
2017-06-22,84.0,16.11,,
2017-06-27,82.9,12.97,,
2017-07-04,91.9,16.11,,
2017-11-03,81.0,12.97,,
2017-11-11,46.0,16.11,,
2017-11-16,66.9,12.97,,
2017-11-25,66.9,14.99,,
2017-11-28,64.9,12.08,,
2017-12-05,69.1,14.09,,
2017-12-06,57.0,12.08,,
2017-12-10,43.0,14.99,,
2011-02-13,61.0,17.9,,
2011-02-15,57.0,14.09,,
2011-02-20,62.1,17.0,,
2011-02-21,75.9,23.04,,
2011-03-22,84.9,16.11,,
2011-03-28,48.9,12.97,,
2011-04-01,55.0,17.9,,
2011-04-02,64.9,27.96,,
2011-04-09,57.0,23.04,,
2011-04-16,73.9,36.01,,
2011-04-19,84.9,21.03,,
2011-05-02,82.9,17.0,,
2011-05-03,84.9,21.92,,
2011-05-07,73.9,12.08,,
2011-05-27,82.0,16.11,,
2011-06-07,93.0,12.08,,
2011-06-24,96.1,21.92,,
2011-06-26,93.9,14.09,,
2011-07-01,93.0,14.09,,
2011-07-03,97.0,16.11,,
2011-07-15,86.0,14.99,,
2011-07-16,89.1,12.97,,
2011-07-18,93.9,12.97,,
2011-08-03,98.1,17.9,,
2011-08-20,89.1,10.07,,
2011-08-27,78.1,23.04,,
2011-09-02,86.0,12.97,,
2011-10-06,75.0,14.09,,
2011-10-07,73.9,14.99,,
2011-10-13,80.1,17.9,,
2011-11-25,70.0,12.08,,
2011-11-30,53.1,14.99,,
2011-12-01,55.9,10.07,,
2011-12-02,64.0,8.95,,
2012-01-10,55.9,8.05,,
2012-01-12,59.0,23.04,,
2012-01-18,57.0,23.94,,
2012-02-10,50.0,12.08,,
2012-02-11,48.0,23.04,,
2012-02-13,52.0,14.99,,
2012-04-16,84.0,23.04,,
2012-04-19,63.0,10.07,,
2012-04-27,77.0,12.08,,
2012-05-11,73.9,12.97,,
2012-06-20,93.9,12.08,,
2012-06-21,96.1,16.11,,
2012-06-22,95.0,17.0,,
2012-06-23,89.1,12.97,,
2012-06-24,91.9,16.11,,
2012-07-04,100.9,23.94,,
2012-07-07,102.0,17.9,,
2012-07-09,96.1,17.0,,
2012-07-14,91.9,8.05,,
2012-07-16,96.1,14.99,,
2012-07-21,93.0,19.91,,
2012-07-22,88.0,10.07,,
2012-08-05,91.9,21.92,,
2012-08-12,87.1,6.93,,
2012-08-17,91.9,16.11,,
2012-08-23,84.0,10.96,,
2012-08-29,86.0,8.95,,
2012-08-30,89.1,12.97,,
2012-09-13,80.1,12.08,,
2012-09-15,80.1,14.09,,
2012-09-18,81.0,23.04,,
2012-09-20,75.9,8.95,,
2012-10-06,84.0,14.99,,
2012-10-10,72.0,14.09,,
2012-10-12,73.0,17.9,,
2012-10-17,72.0,12.08,,
2012-10-18,79.0,17.0,,
2012-10-25,80.1,8.05,,
2012-10-27,66.0,21.03,,
2012-10-29,51.1,21.03,,
2012-11-02,64.9,14.99,,
2012-11-07,54.0,12.97,,
2012-11-09,64.9,8.95,,
2012-11-10,73.9,12.08,,
2012-11-11,75.0,12.08,,
2012-11-17,55.9,19.91,,
2012-11-18,55.9,19.91,,
2012-11-19,59.0,16.11,,
2012-11-26,66.9,12.08,,
2012-11-29,55.0,10.07,,
2012-12-07,55.9,8.05,,
2012-12-09,72.0,14.09,,
2012-12-17,62.1,19.91,,
2012-12-18,62.1,17.0,,
2012-12-21,57.9,25.05,,
2012-12-24,53.1,17.0,,
2012-12-25,60.1,17.0,,
2013-01-02,48.9,12.08,,
2013-01-03,45.0,6.93,,
2013-01-04,51.1,14.09,,
2013-01-06,50.0,8.95,,
2013-01-09,68.0,12.08,,
2013-01-10,64.9,12.97,,
2013-01-23,42.1,17.0,,
2013-01-24,36.0,17.9,,
2013-01-25,28.0,12.08,,
2013-01-29,73.0,17.0,,
2013-02-04,48.9,12.97,,
2013-02-06,62.1,12.08,,
2013-02-07,48.0,16.11,,
2013-02-09,52.0,12.08,,
2013-02-13,50.0,12.08,,
2013-02-20,52.0,16.11,,
2013-02-27,59.0,19.91,,
2013-03-05,50.0,17.9,,
2013-03-07,51.1,14.09,,
2013-03-19,66.9,17.9,,
2013-03-20,55.0,16.11,,
2013-03-22,52.0,17.0,,
2013-03-29,57.9,14.09,,
2013-03-30,66.0,12.97,,
2013-04-03,60.1,12.97,,
2013-04-04,48.0,17.0,,
2013-04-11,81.0,21.92,,
2013-04-14,79.0,14.09,,
2013-04-15,71.1,17.0,,
2013-04-17,80.1,14.99,,
2013-04-28,62.1,12.08,,
2013-05-01,62.1,19.91,,
2013-05-05,60.1,21.03,,
2013-05-09,80.1,14.99,,
2013-05-18,78.1,17.0,,
2013-05-20,75.0,10.96,,
2013-05-29,84.9,14.99,,
2013-06-02,87.1,18.12,,
2013-06-08,84.0,14.09,,
2013-06-12,90.0,17.0,,
2013-06-16,87.1,19.91,,
2013-06-17,87.1,14.09,,
2013-06-26,91.9,19.91,,
2013-06-28,91.9,19.91,,
2013-07-03,84.9,14.99,,
2013-07-12,77.0,12.97,,
2013-07-13,78.1,12.97,,
2013-07-14,88.0,14.09,,
2013-07-16,93.9,12.08,,
2013-07-23,91.0,14.09,,
2013-07-25,80.1,14.09,,
2013-07-27,88.0,14.09,,
2013-07-29,87.1,14.09,,
2013-08-01,87.1,14.09,,
2013-08-02,89.1,14.99,,
2013-08-03,91.0,18.12,,
2013-08-07,87.1,12.97,,
2013-08-12,91.9,19.91,,
2013-08-14,75.0,14.09,,
2013-08-18,81.0,12.97,,
2013-08-24,82.9,17.0,,
2013-08-30,88.0,8.05,,
2013-08-31,90.0,14.99,,
2013-09-08,88.0,8.95,,
2013-09-09,87.1,14.99,,
2013-09-13,84.9,12.08,,
2013-09-15,80.1,8.95,,
2013-09-16,86.0,17.0,,
2013-09-21,75.9,10.07,,
2013-10-06,84.9,14.09,,
2013-10-10,61.0,12.97,,
2013-10-13,66.9,12.97,,
2013-10-20,64.9,12.97,,
2013-11-03,63.0,14.99,,
2013-11-10,72.0,17.0,,
2013-11-12,61.0,19.91,,
2013-11-13,45.0,16.11,,
2013-11-14,57.0,14.99,,
2013-11-20,52.0,19.91,,
2013-11-25,43.0,10.07,,
2013-12-01,59.0,8.05,,
2013-12-08,42.1,17.0,,
2013-12-10,48.0,12.08,,
2013-12-15,54.0,12.97,,
2013-12-17,60.1,18.12,,
2013-12-19,62.1,21.92,,
2013-12-20,66.9,17.0,,
2013-12-23,68.0,21.92,,
2013-12-30,53.1,8.95,,
2014-01-07,25.2,16.11,,
2014-01-25,39.9,25.05,,
2014-01-30,37.9,12.08,,
2014-02-07,52.0,10.07,,
2014-02-11,35.1,14.09,,
2014-02-18,64.9,14.09,,
2014-02-22,64.0,8.05,,
2014-03-02,71.1,21.92,,
2014-03-04,37.9,17.0,,
2014-03-17,36.0,19.91,,
2014-03-18,37.0,14.99,,
2014-03-23,57.0,19.91,,
2014-04-01,80.1,16.11,,
2014-04-02,86.0,18.12,,
2014-04-08,66.9,21.92,,
2014-04-12,81.0,16.11,,
2014-04-16,54.0,17.0,,
2014-04-20,68.0,23.94,,
2014-04-24,71.1,12.97,,
2014-04-30,77.0,23.94,,
2014-05-01,79.0,27.96,,
2014-05-02,69.1,14.09,,
2014-05-08,89.1,21.03,,
2014-05-12,90.0,14.09,,
2014-05-16,73.0,16.11,,
2014-05-20,79.0,21.03,,
2014-05-21,87.1,16.11,,
2014-05-24,79.0,10.07,,
2014-06-01,78.1,14.09,,
2014-06-04,91.9,21.92,,
2014-06-07,84.9,8.95,,
2014-06-16,95.0,14.99,,
2014-06-19,97.0,31.09,,
2014-06-23,84.9,10.07,,
2014-06-27,84.9,21.03,,
2014-07-01,93.0,16.11,,
2014-07-07,96.1,19.91,,
2014-07-09,96.1,23.94,,
2014-07-16,80.1,14.09,,
2014-07-21,79.0,12.08,,
2014-07-28,88.0,18.12,,
2014-08-03,80.1,10.07,,
2014-08-17,89.1,8.95,,
2014-08-19,86.0,8.05,,
2014-08-30,89.1,12.08,,
2014-09-03,93.0,17.0,,
2014-09-13,80.1,14.09,,
2014-09-16,82.9,10.07,,
2014-09-22,75.9,12.97,,
2014-10-07,80.1,17.0,,
2014-10-11,86.0,16.11,,
2014-10-13,81.0,12.08,,
2014-10-26,75.9,16.11,,
2014-10-27,75.9,8.95,,
2014-11-07,60.1,16.11,,
2014-11-28,45.0,12.08,,
2014-11-29,54.0,16.11,,
2014-12-08,45.0,17.0,,
2014-12-10,50.0,14.99,,
2014-12-13,60.1,8.95,,
2014-12-15,60.1,12.08,,
2014-12-16,52.0,10.07,,
2014-12-20,39.0,12.97,,
2014-12-26,57.9,12.08,,
2015-01-03,51.1,8.95,,
2015-01-04,69.1,25.95,,
2015-01-10,39.0,8.05,,
2015-01-18,60.1,18.12,,
2015-01-28,46.0,12.08,,
2015-01-31,48.0,12.08,,
2015-02-09,62.1,17.0,,
2015-02-13,35.1,14.09,,
2015-02-19,23.2,18.12,,
2015-02-27,45.0,10.07,,
2015-02-28,37.0,17.0,,
2015-03-02,61.0,12.97,,
2015-03-06,37.0,17.0,,
2015-03-07,57.9,16.11,,
2015-03-08,71.1,16.11,,
2015-03-19,54.0,14.09,,
2015-03-21,64.9,12.97,,
2015-03-26,75.0,25.95,,
2015-03-27,66.0,23.94,,
2015-03-30,66.0,21.03,,
2015-04-02,73.9,21.03,,
2015-04-07,72.0,14.99,,
2015-04-21,70.0,17.0,,
2015-04-26,54.0,12.97,,
2015-04-28,69.1,12.08,,
2015-05-06,82.9,12.08,,
2015-05-07,82.0,18.12,,
2015-05-09,84.9,21.03,,
2015-05-10,78.1,21.92,,
2015-05-11,87.1,19.91,,
2015-05-19,90.0,25.05,,
2015-05-25,84.0,14.99,,
2015-05-27,87.1,17.0,,
2015-05-28,87.1,14.99,,
2015-06-07,86.0,12.97,,
2015-06-09,89.1,18.12,,
2015-06-10,88.0,12.08,,
2015-06-14,96.1,14.99,,
2015-06-20,96.1,36.01,,
2015-06-21,95.0,14.99,,
2015-06-22,96.1,10.07,,
2015-07-04,87.1,21.03,,
2015-07-08,91.0,23.04,,
2015-07-14,88.0,18.12,,
2015-07-20,93.0,16.11,,
2015-08-10,84.9,14.09,,
2015-08-15,91.0,8.95,,
2015-08-21,88.0,16.11,,
2015-08-27,84.0,14.99,,
2015-09-05,86.0,19.91,,
2015-09-07,87.1,12.08,,
2015-09-09,91.0,25.95,,
2015-09-18,84.0,12.08,,
2015-09-23,77.0,17.0,,
2015-09-24,75.9,18.12,,
2015-10-02,60.1,23.04,,
2015-10-19,60.1,10.07,,
2015-10-21,75.9,10.07,,
2015-10-27,63.0,19.91,,
2015-11-05,73.9,6.93,,
2015-11-15,64.0,6.93,,
2015-11-24,57.0,6.93,,
2015-12-04,54.0,10.07,,
2015-12-05,55.9,14.99,,
2015-12-12,75.0,12.08,,
2015-12-23,73.0,29.08,,
2015-12-27,75.9,21.92,,
2015-12-29,73.9,17.0,,
2016-01-02,52.0,8.95,,
2016-01-07,44.1,10.07,,
2016-01-14,60.1,16.11,,
2016-01-23,32.0,16.11,,
2016-01-28,45.0,6.93,,
2016-01-31,70.0,25.05,,
2016-02-02,60.1,18.12,,
2016-02-09,44.1,18.12,,
2016-02-10,39.9,16.11,,
2016-02-13,34.0,17.0,,
2016-02-15,35.1,12.08,,
2016-03-03,48.9,14.99,,
2016-03-07,68.0,16.11,,
2016-03-09,78.1,21.03,,
2016-03-10,79.0,25.05,,
2016-03-15,78.1,10.07,,
2016-03-29,66.9,12.97,,
2016-04-05,62.1,21.03,,
2016-04-09,52.0,25.05,,
2016-04-17,72.0,14.99,,
2016-04-23,77.0,19.91,,
2016-04-24,73.9,12.97,,
2016-04-26,84.0,21.03,,
2016-04-28,84.9,23.94,,
2016-05-10,84.0,14.09,,
2016-05-12,81.0,16.11,,
2016-05-25,87.1,16.11,,
2016-05-31,84.9,16.11,,
2016-06-05,89.1,42.95,,
2016-06-06,82.0,16.11,,
2016-06-25,84.9,16.11,,
2016-06-26,84.9,12.08,,
2016-07-11,90.0,8.95,,
2016-07-12,91.0,19.91,,
2016-07-16,87.1,14.99,,
2016-07-22,93.0,14.99,,
2016-07-27,95.0,10.07,,
2016-08-04,87.1,12.08,,
2016-08-07,86.0,14.09,,
2016-08-10,91.9,12.97,,
2016-08-12,93.9,14.09,,
2016-08-13,93.9,18.12,,
2016-08-15,96.1,14.09,,
2016-08-22,87.1,12.08,,
2016-09-23,84.9,10.07,,
2016-09-24,91.9,12.97,,
2016-10-02,79.0,10.07,,
2016-10-03,79.0,8.95,,
2016-10-05,72.0,17.0,,
2016-10-12,73.0,8.05,,
2016-10-13,79.0,10.07,,
2016-10-15,72.0,10.07,,
2016-10-19,88.0,10.07,,
2016-10-20,86.0,12.08,,
2016-10-29,78.1,14.09,,
2016-11-14,54.0,12.08,,
2016-11-20,53.1,18.12,,
2016-11-21,54.0,16.11,,
2016-11-23,62.1,10.07,,
2016-12-04,46.9,8.95,,
2016-12-09,41.0,14.09,,
2016-12-16,32.0,12.97,,
2016-12-17,48.9,14.99,,
2016-12-26,60.1,12.97,,
2016-12-29,63.0,21.92,,
2016-12-30,48.0,21.03,,
2017-01-01,50.0,17.0,,
2017-01-08,27.1,14.09,,
2017-01-16,51.1,12.08,,
2017-01-23,60.1,25.05,,
2017-02-07,75.9,21.03,,
2017-02-08,73.9,18.12,,
2017-02-21,66.0,12.97,,
2017-02-24,80.1,14.09,,
2017-02-25,81.0,29.97,,
2017-02-26,55.9,14.09,,
2017-03-02,62.1,18.12,,
2017-03-03,54.0,21.03,,
2017-03-08,69.1,23.04,,
2017-03-20,66.0,12.97,,
2017-04-03,75.9,23.04,,
2017-04-05,78.1,17.0,,
2017-04-06,70.0,44.07,,
2017-04-07,59.0,23.94,,
2017-04-09,77.0,14.09,,
2017-04-11,82.0,21.03,,
2017-04-18,73.9,18.12,,
2017-04-25,70.0,12.97,,
2017-05-13,66.0,10.07,,
2017-05-19,89.1,19.91,,
2017-05-20,90.0,21.92,,
2017-05-22,80.1,21.92,,
2017-05-23,71.1,12.08,,
2017-05-29,87.1,12.08,,
2017-06-01,84.9,10.07,,
2017-06-02,84.9,12.97,,
2017-06-04,90.0,25.95,,
2017-06-12,89.1,14.99,,
2017-06-14,93.0,19.91,,
2017-06-15,91.0,8.95,,
2017-07-02,91.9,10.07,,
2017-07-05,89.1,12.97,,
2017-07-11,95.0,16.11,,
2017-07-16,91.0,14.99,,
2017-07-19,93.9,12.08,,
2017-07-20,99.0,10.07,,
2017-07-22,100.9,19.91,,
2017-08-03,93.9,14.09,,
2017-08-04,91.9,17.0,,
2017-08-07,91.9,25.05,,
2017-08-13,81.0,14.99,,
2017-08-21,93.0,12.97,,
2017-08-27,81.0,17.0,,
2017-08-31,87.1,16.11,,
2017-09-04,87.1,12.08,,
2017-09-13,84.0,14.99,,
2017-09-22,89.1,12.97,,
2017-09-25,82.9,16.11,,
2017-10-20,77.0,12.08,,
2017-10-21,79.0,10.07,,
2017-10-23,75.9,23.94,,
2017-10-30,59.0,14.99,,
2017-10-31,69.1,8.95,,
2017-11-08,45.0,16.11,,
2017-11-23,50.0,8.95,,
2017-11-24,57.0,8.95,,
2017-11-26,62.1,12.08,,
2017-12-01,63.0,14.99,,
2017-12-18,61.0,12.08,,
2017-12-20,55.9,6.93,,
2017-12-25,46.9,19.91,,
2017-12-26,43.0,8.95,,
2017-12-28,30.2,16.11,,
2017-12-29,42.1,8.95,,
2017-12-30,52.0,16.11,,
2018-01-17,37.9,18.12,,
2018-01-29,52.0,14.99,,
2018-02-01,62.1,25.05,,
2018-02-06,59.0,14.09,,
2018-02-13,44.1,17.0,,
2018-02-15,75.0,23.04,,
2018-02-16,81.0,25.95,,
2018-02-19,50.0,12.08,,
2018-02-20,72.0,12.97,,
2018-02-21,77.0,21.03,,
2018-03-13,48.0,17.0,,
2018-03-17,71.1,25.05,,
2018-03-22,53.1,14.09,,
2018-04-08,52.0,17.0,,
2018-04-09,57.0,16.11,,
2018-04-19,75.9,23.94,,
2018-04-20,64.9,14.99,,
2018-04-22,70.0,14.09,,
2018-05-03,84.9,21.03,,
2018-05-09,79.0,10.96,,
2018-05-12,91.9,14.99,,
2018-05-22,84.9,17.0,,
2018-05-24,84.0,16.11,,
2018-06-10,91.0,14.99,,
2018-06-14,91.0,10.07,,
2018-06-15,86.0,16.11,,
2018-06-17,93.0,12.97,,
2018-07-01,95.0,14.99,,
2018-07-07,79.0,18.12,,
2018-07-09,87.1,12.97,,
2018-07-15,95.0,14.99,,
2018-07-28,91.0,16.11,,
2018-07-29,88.0,16.11,,
2018-07-30,86.0,12.97,,
2018-07-31,87.1,16.11,,
2018-08-02,89.1,19.91,,
2018-08-06,91.9,12.97,,
2018-08-12,89.1,17.0,,
2018-08-21,87.1,18.12,,
2018-08-25,82.9,10.07,,
2018-08-26,88.0,12.08,,
2018-08-29,93.9,14.99,,
2018-09-13,81.0,21.03,,
2018-09-14,79.0,33.11,,
2018-09-20,87.1,12.08,,
2018-09-26,87.1,19.91,,
2018-09-27,79.0,21.92,,
2018-10-10,81.0,14.09,,
2018-10-12,71.1,12.08,,
2018-10-24,61.0,14.99,,
2018-10-27,55.0,18.12,,
2018-11-01,75.0,21.03,,
2018-11-02,70.0,25.95,,
2018-11-04,64.9,17.0,,
2018-11-14,48.0,16.11,,
2018-11-21,57.0,12.08,,
2018-11-25,59.0,8.95,,
2018-11-27,48.0,14.09,,
2018-12-01,62.1,14.09,,
2018-12-05,48.0,16.11,,
2018-12-07,50.0,8.05,,
2018-12-09,37.9,23.94,,
2018-12-14,57.0,14.09,,
2018-12-15,48.9,14.09,,
2018-12-16,60.1,14.99,,
2018-12-19,53.1,6.93,,
2018-12-25,50.0,8.95,,
2018-12-26,51.1,8.95,,
2019-01-06,64.9,12.08,,
2019-01-10,39.0,16.11,,
2019-01-11,43.0,10.07,,
2019-01-16,54.0,12.08,,
2019-01-17,48.9,12.97,,
2019-01-18,59.0,12.97,,
2019-01-24,64.9,25.05,,
2019-01-28,50.0,10.07,,
2019-01-29,54.0,23.94,,
2019-01-31,39.0,12.97,,
2019-02-03,61.0,6.04,,
2019-02-11,46.0,10.07,,
2019-02-22,53.1,14.99,,
2019-02-23,42.1,14.09,,
2019-03-04,50.0,12.08,,
2019-03-05,44.1,12.08,,
2019-03-10,68.0,25.05,,
2019-03-12,60.1,12.08,,
2019-03-13,64.0,12.97,,
2019-03-14,75.0,23.04,,
2019-03-17,57.0,12.97,,
2019-03-20,53.1,12.97,,
2019-03-25,71.1,18.12,,
2019-03-30,75.9,21.92,,
2019-03-31,64.9,19.91,,
2019-04-10,73.9,14.99,,
2019-04-15,71.1,29.08,,
2019-04-27,73.9,19.91,,
2019-04-29,69.1,17.0,,
2019-05-04,86.0,35.12,,
2019-05-17,84.9,21.92,,
2019-05-18,91.0,8.95,,
2019-05-19,89.1,21.03,,
2019-05-20,88.0,18.12,,
2019-05-22,80.1,14.99,,
2019-05-28,96.1,18.12,,
2019-05-29,95.0,14.09,,
